model,subset,emotion,precision_context,recall_context,f1_context,precision_nocontext,recall_nocontext,f1_nocontext,precision_delta,recall_delta,f1_delta,f1_pct_change,precision_pct_change,recall_pct_change
gpt-oss_20b,full,Sadness,0.25,0.4,0.3076923076923077,0.0,0.0,0.0,0.25,0.4,0.3076923076923077,,,
gpt-oss_20b,full,Surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
gpt-oss_20b,test,Anger,0.25,0.25,0.25,0.0,0.0,0.0,0.25,0.25,0.25,,,
gpt-oss_20b,test,Disgust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
gpt-oss_20b,test,Fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
gpt-oss_20b,test,Happiness,0.2,0.18181818181818182,0.19047619047619047,0.2,0.1111111111111111,0.14285714285714285,0.0,0.07070707070707072,0.047619047619047616,33.33333333333333,0.0,63.63636363636365
gpt-oss_20b,test,Neutral,0.9015151515151515,0.8947368421052632,0.8981132075471698,0.9032258064516129,0.9256198347107438,0.9142857142857143,-0.0017106549364613866,-0.030882992605480664,-0.016172506738544423,-1.7688679245282963,-0.18939393939393923,-3.336466165413536
gpt-oss_20b,test,Sadness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
gpt-oss_20b,test,Surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
llama3.1_latest,full,Anger,0.2222222222222222,0.08333333333333333,0.12121212121212122,0.2,0.16666666666666666,0.18181818181818182,0.0222222222222222,-0.08333333333333333,-0.06060606060606061,-33.33333333333333,11.1111111111111,-50.0
llama3.1_latest,full,Disgust,0.02,0.25,0.037037037037037035,0.006666666666666667,0.25,0.012987012987012988,0.013333333333333332,0.0,0.024050024050024047,185.18518518518513,199.99999999999997,0.0
llama3.1_latest,full,Fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
llama3.1_latest,full,Happiness,0.087248322147651,0.24528301886792453,0.12871287128712872,0.12,0.22641509433962265,0.1568627450980392,-0.03275167785234899,0.018867924528301883,-0.028149873810910497,-17.94554455445544,-27.29306487695749,8.333333333333332
llama3.1_latest,full,Neutral,0.9307359307359307,0.3228228228228228,0.4793756967670011,0.9540983606557377,0.4369369369369369,0.5993820803295572,-0.02336242991980697,-0.1141141141141141,-0.12000638356255611,-20.02168358062577,-2.448639562041624,-26.116838487972505
llama3.1_latest,full,Sadness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
llama3.1_latest,full,Surprise,0.012461059190031152,0.2857142857142857,0.023880597014925373,0.027624309392265192,0.35714285714285715,0.05128205128205128,-0.01516325020223404,-0.07142857142857145,-0.027401454267125907,-53.43283582089552,-54.890965732087224,-20.000000000000007
llama3.1_latest,test,Anger,0.0,0.0,0.0,0.25,0.25,0.25,-0.25,-0.25,-0.25,-100.0,-100.0,-100.0
llama3.1_latest,test,Disgust,0.1,1.0,0.18181818181818182,0.0,0.0,0.0,0.1,1.0,0.18181818181818182,,,
llama3.1_latest,test,Fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
llama3.1_latest,test,Happiness,0.18518518518518517,0.45454545454545453,0.2631578947368421,0.04,0.09090909090909091,0.05555555555555555,0.14518518518518517,0.36363636363636365,0.20760233918128654,373.6842105263158,362.96296296296293,400.0
llama3.1_latest,test,Neutral,0.9285714285714286,0.2932330827067669,0.44571428571428573,0.9491525423728814,0.42105263157894735,0.5833333333333334,-0.020581113801452777,-0.12781954887218044,-0.13761904761904764,-23.59183673469388,-2.168367346938775,-30.357142857142854
llama3.1_latest,test,Sadness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
llama3.1_latest,test,Surprise,0.027777777777777776,0.5,0.05263157894736842,0.03333333333333333,0.25,0.058823529411764705,-0.005555555555555557,0.25,-0.006191950464396287,-10.526315789473689,-16.66666666666667,100.0
llama4_latest,full,Anger,0.0,0.0,0.0,0.16666666666666666,0.041666666666666664,0.06666666666666667,-0.16666666666666666,-0.041666666666666664,-0.06666666666666667,-100.0,-100.0,-100.0
llama4_latest,full,Disgust,0.0,0.0,0.0,0.125,0.25,0.16666666666666666,-0.125,-0.25,-0.16666666666666666,-100.0,-100.0,-100.0
llama4_latest,full,Fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
llama4_latest,full,Happiness,0.125,0.03773584905660377,0.057971014492753624,0.22727272727272727,0.09615384615384616,0.13513513513513514,-0.10227272727272727,-0.05841799709724239,-0.07716412064238151,-57.10144927536231,-44.99999999999999,-60.754716981132084
llama4_latest,full,Neutral,0.8681757656458056,0.978978978978979,0.9202540578687368,0.8899858956276445,0.951734539969834,0.9198250728862973,-0.021810129981838955,0.027244439009144972,0.00042898498243948424,0.046637670040172136,-2.4506152388468814,2.862609043274662
llama4_latest,full,Sadness,0.0,0.0,0.0,0.1,0.2,0.13333333333333333,-0.1,-0.2,-0.13333333333333333,-100.0,-100.0,-100.0
llama4_latest,full,Surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
llama4_latest,test,Anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
llama4_latest,test,Disgust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
llama4_latest,test,Fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
llama4_latest,test,Happiness,0.2,0.09090909090909091,0.125,0.0,0.0,0.0,0.2,0.09090909090909091,0.125,,,
llama4_latest,test,Neutral,0.8648648648648649,0.9624060150375939,0.9110320284697508,0.8601398601398601,0.924812030075188,0.8913043478260869,0.004725004725004811,0.03759398496240596,0.019727680643663925,2.213349535630587,0.5493298176225105,4.065040650406497
llama4_latest,test,Sadness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
llama4_latest,test,Surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mistral-nemo_latest,full,Anger,0.0,0.0,0.0,0.4,0.08333333333333333,0.13793103448275862,-0.4,-0.08333333333333333,-0.13793103448275862,-100.0,-100.0,-100.0
mistral-nemo_latest,full,Disgust,0.02459016393442623,0.75,0.047619047619047616,0.031914893617021274,0.75,0.061224489795918366,-0.007324729682595045,0.0,-0.01360544217687075,-22.222222222222225,-22.950819672131143,0.0
mistral-nemo_latest,full,Fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mistral-nemo_latest,full,Happiness,0.1875,0.05660377358490566,0.08695652173913043,0.25,0.07547169811320754,0.11594202898550725,-0.0625,-0.018867924528301883,-0.028985507246376815,-25.000000000000007,-25.0,-24.999999999999993
mistral-nemo_latest,full,Neutral,0.8849840255591054,0.8318318318318318,0.8575851393188855,0.9068627450980392,0.8333333333333334,0.8685446009389671,-0.021878719538933833,-0.0015015015015015232,-0.010959461620081656,-1.2618190946364285,-2.4125723167256767,-0.18018018018018275
mistral-nemo_latest,full,Sadness,0.0,0.0,0.0,0.08333333333333333,0.2,0.11764705882352941,-0.08333333333333333,-0.2,-0.11764705882352941,-100.0,-100.0,-100.0
mistral-nemo_latest,full,Surprise,0.0,0.0,0.0,0.07692307692307693,0.14285714285714285,0.1,-0.07692307692307693,-0.14285714285714285,-0.1,-100.0,-100.0,-100.0
mistral-nemo_latest,test,Anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mistral-nemo_latest,test,Disgust,0.034482758620689655,1.0,0.06666666666666667,0.0625,1.0,0.11764705882352941,-0.028017241379310345,0.0,-0.050980392156862744,-43.333333333333336,-44.827586206896555,0.0
mistral-nemo_latest,test,Fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mistral-nemo_latest,test,Happiness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mistral-nemo_latest,test,Neutral,0.875,0.7894736842105263,0.8300395256916996,0.88,0.8270676691729323,0.8527131782945736,-0.0050000000000000044,-0.03759398496240596,-0.022673652602874017,-2.6590010779734077,-0.5681818181818187,-4.545454545454539
mistral-nemo_latest,test,Sadness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mistral-nemo_latest,test,Surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mistral-small3.2_latest,full,Anger,0.13793103448275862,0.3333333333333333,0.1951219512195122,0.15789473684210525,0.125,0.13953488372093023,-0.019963702359346636,0.20833333333333331,0.05558706749858197,39.837398373983746,-12.643678160919535,166.66666666666666
mistral-small3.2_latest,full,Disgust,0.0,0.0,0.0,0.017543859649122806,0.25,0.03278688524590164,-0.017543859649122806,-0.25,-0.03278688524590164,-100.0,-100.0,-100.0
mistral-small3.2_latest,full,Fear,0.05555555555555555,0.3333333333333333,0.09523809523809523,0.0,0.0,0.0,0.05555555555555555,0.3333333333333333,0.09523809523809523,,,
mistral-small3.2_latest,full,Happiness,0.2127659574468085,0.18867924528301888,0.2,0.3157894736842105,0.23076923076923078,0.26666666666666666,-0.103023516237402,-0.0420899854862119,-0.06666666666666665,-24.999999999999993,-32.6241134751773,-18.238993710691823
mistral-small3.2_latest,full,Neutral,0.9192751235584844,0.8378378378378378,0.8766692851531814,0.9234449760765551,0.8706766917293233,0.8962848297213623,-0.004169852518070671,-0.03283885389148544,-0.01961554456818082,-2.188539169437791,-0.4515539773454768,-3.771647294963354
mistral-small3.2_latest,full,Sadness,0.125,0.2,0.15384615384615385,0.2,0.6,0.3,-0.07500000000000001,-0.39999999999999997,-0.14615384615384613,-48.71794871794871,-37.50000000000001,-66.66666666666666
mistral-small3.2_latest,full,Surprise,0.0,0.0,0.0,0.16666666666666666,0.07142857142857142,0.1,-0.16666666666666666,-0.07142857142857142,-0.1,-100.0,-100.0,-100.0
mistral-small3.2_latest,test,Anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mistral-small3.2_latest,test,Disgust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mistral-small3.2_latest,test,Fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mistral-small3.2_latest,test,Happiness,0.21428571428571427,0.2727272727272727,0.24,0.125,0.09090909090909091,0.10526315789473684,0.08928571428571427,0.1818181818181818,0.13473684210526315,128.0,71.42857142857142,199.99999999999997
mistral-small3.2_latest,test,Neutral,0.925,0.8345864661654135,0.8774703557312253,0.8968253968253969,0.849624060150376,0.8725868725868726,0.028174603174603186,-0.015037593984962405,0.004883483144352718,0.5596558116758203,3.1415929203539834,-1.7699115044247788
mistral-small3.2_latest,test,Sadness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mistral-small3.2_latest,test,Surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mistral_7b,full,Anger,0.14285714285714285,0.041666666666666664,0.06451612903225806,0.07692307692307693,0.043478260869565216,0.05555555555555555,0.06593406593406592,-0.0018115942028985518,0.00896057347670251,16.12903225806452,85.7142857142857,-4.16666666666667
mistral_7b,full,Disgust,0.0,0.0,0.0,0.25,0.3333333333333333,0.2857142857142857,-0.25,-0.3333333333333333,-0.2857142857142857,-100.0,-100.0,-100.0
mistral_7b,full,Fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mistral_7b,full,Happiness,0.2,0.018867924528301886,0.034482758620689655,0.5,0.058823529411764705,0.10526315789473684,-0.3,-0.03995560488346282,-0.07078039927404718,-67.24137931034483,-60.0,-67.9245283018868
mistral_7b,full,Neutral,0.876010781671159,0.975975975975976,0.9232954545454546,0.8794520547945206,0.9654135338345865,0.9204301075268817,-0.003441273123361621,0.010562442141389461,0.0028653470185728835,0.31130522514868947,-0.39129741122336187,1.094084738944547
mistral_7b,full,Sadness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mistral_7b,full,Surprise,0.0,0.0,0.0,0.5,0.07142857142857142,0.125,-0.5,-0.07142857142857142,-0.125,-100.0,-100.0,-100.0
mistral_7b,test,Anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mistral_7b,test,Disgust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mistral_7b,test,Fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mistral_7b,test,Happiness,0.0,0.0,0.0,1.0,0.1,0.18181818181818182,-1.0,-0.1,-0.18181818181818182,-100.0,-100.0,-100.0
mistral_7b,test,Neutral,0.8648648648648649,0.9624060150375939,0.9110320284697508,0.8827586206896552,0.9624060150375939,0.920863309352518,-0.017893755824790247,0.0,-0.00983128088276719,-1.0676156583629997,-2.02702702702702,0.0
mistral_7b,test,Sadness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mistral_7b,test,Surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mixtral_8x7b,full,Anger,0.1111111111111111,0.041666666666666664,0.06060606060606061,0.06666666666666667,0.041666666666666664,0.05128205128205128,0.04444444444444444,0.0,0.009324009324009327,18.181818181818187,66.66666666666666,0.0
mixtral_8x7b,full,Disgust,0.0,0.0,0.0,0.1,0.3333333333333333,0.15384615384615385,-0.1,-0.3333333333333333,-0.15384615384615385,-100.0,-100.0,-100.0
mixtral_8x7b,full,Fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mixtral_8x7b,full,Happiness,0.10526315789473684,0.038461538461538464,0.056338028169014086,0.2631578947368421,0.09615384615384616,0.14084507042253522,-0.15789473684210525,-0.057692307692307696,-0.08450704225352113,-60.0,-60.0,-60.0
mixtral_8x7b,full,Neutral,0.8753424657534247,0.9609022556390977,0.9161290322580645,0.8930099857346647,0.9427710843373494,0.9172161172161172,-0.017667519981240054,0.01813117130174835,-0.0010870849580526531,-0.11852004534679485,-1.9784235633944534,1.9231785534122852
mixtral_8x7b,full,Sadness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mixtral_8x7b,full,Surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mixtral_8x7b,test,Anger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mixtral_8x7b,test,Disgust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mixtral_8x7b,test,Fear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mixtral_8x7b,test,Happiness,0.0,0.0,0.0,0.3333333333333333,0.09090909090909091,0.14285714285714285,-0.3333333333333333,-0.09090909090909091,-0.14285714285714285,-100.0,-100.0,-100.0
mixtral_8x7b,test,Neutral,0.8561643835616438,0.9398496240601504,0.8960573476702509,0.8661971830985915,0.924812030075188,0.8945454545454545,-0.01003279953694769,0.015037593984962405,0.0015118931247963818,0.16901244281260366,-1.1582581579240423,1.6260162601626014
mixtral_8x7b,test,Sadness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
mixtral_8x7b,test,Surprise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
phi4-mini_latest,full,Anger,0.09090909090909091,0.041666666666666664,0.05714285714285714,0.07692307692307693,0.043478260869565216,0.05555555555555555,0.013986013986013984,-0.0018115942028985518,0.0015873015873015886,2.8571428571428594,18.18181818181818,-4.16666666666667
